,title,PMID
2799,Identification of differentially expressed genes in classical and atypical multidrug-resistant gastric carcinoma cells.,12530067
2800,Inhibition of BETA2/NeuroD by Id2.,12526101
2801,Natural TWIST protein variants in a panel of eleven non-human primates: possible implications of TWIST gene-tree for primate species tree.,12523351
2802,Apoptosis. Life and death decisions.,1252223912522243
2803,Molecular recognition in helix-loop-helix and helix-loop-helix-leucine zipper domains. Design of repertoires and selection of high affinity ligands for natural proteins.,12514181
2804,Neuronal injury affects expression of helix-loop-helix transcription factors.,12499834
2805,"Id-1 expression defines a subset of vimentin/S-100beta-positive, GFAP-negative astrocytes in the adult rat pineal gland.",12495223
2806,[Ovarian stimulation: is exogenous LH necessary in all patients?].,12476696
2807,Cell type specific infection of Epstein-Barr virus (EBV) in EBV-associated hemophagocytic lymphohistiocytosis and chronic active EBV infection.,12467968
2808,Clinical features and treatment strategies of Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.,12467966
2809,Immunological aspects of Epstein-Barr virus infection.,12467961
2810,Administration of insulin-like growth factor I to rhesus monkeys does not augment gonadotropin-stimulated ovarian steroidogenesis.,12466377
2811,Two modes of recruitment of E(spl) repressors onto target genes.,12466194
2812,Steroid receptor coactivator SRC-1 exhibits high expression in steroid-sensitive brain areas regulating reproductive behaviors in the quail brain.,12457041
2813,Xath5 regulates neurogenesis in the Xenopus olfactory placode.,12454929
2814,Notch activation during endothelial cell network formation in vitro targets the basic HLH transcription factor HESR-1 and downregulates VEGFR-2/KDR expression.,12453432
2815,[Hemophagocytic lymphohistiocytosis as a manifestation of visceral leishmaniasis].,12422569
2816,The Caenorhabditis elegans presenilin sel-12 is required for mesodermal patterning and muscle function.,12413907
2817,Unsaturated fatty acids bind Myc-Max transcription factor and inhibit Myc-Max-DNA complex formation.,12406560
2818,Down-regulation of Delta by proteolytic processing.,12403816
2819,Secondary hemophagocytic lymphohistiocytosis in children: an analysis of etiology and outcome.,12403229
2820,Adverse outcomes in primary hemophagocytic lymphohistiocytosis.,12368693
2821,Haemophagocytic lymphohistiocytosis: proposal of a diagnostic algorithm based on perforin expression.,12358924
2822,Hemophagocytic lymphohistiocytosis is associated with deficiencies of cellular cytolysis but normal expression of transcripts relevant to killer-cell-induced apoptosis.,12351400
2823,Treatment of hemophagocytic lymphohistiocytosis with HLH-94 immunochemotherapy and bone marrow transplantation.,12239144
2824,Extracellular and intracellular regulation of oligodendrocyte development: roles of Sonic hedgehog and expression of E proteins.,12237843
2825,The alpha-like RNA polymerase II core subunit 3 (RPB3) is involved in tissue-specific transcription and muscle differentiation via interaction with the myogenic factor myogenin.,12207009
2826,An EGFR/Ebi/Sno pathway promotes delta expression by inactivating Su(H)/SMRTER repression during inductive notch signaling.,12230979
2827,Characterization of a carbohydrate response element regulating the gene for human galactose-1-phosphate uridyltransferase.,12208133
2828,"Cloning and characterization of GRIPE, a novel interacting partner of the transcription factor E12 in developing mouse forebrain.",12200424
2829,"[Unrelated donor stem cell transplantation in children: low toxicity using a GvHD-prophylaxis regimen with CSA, MTX, metronidazole,iv-immunoglobulin and ATG].",12165903
2830,Transcriptional regulation of erythropoiesis. Fine tuning of combinatorial multi-domain elements.,12153557
2831,Hemophagocytic lymphohistiocytosis presenting with thrombocytopenia in the newborn.,12142793
2832,Elevated sphingomyelinase and hypercytokinemia in hemophagocytic lymphohistiocytosis.,12142792
2833,Prenatal diagnosis of congenital heart disease in the Naples area during the years 1994-1999 -- the experience of a joint fetal-pediatric cardiology unit.,12124685
2834,Abundant expression of Dec1/stra13/sharp2 in colon carcinoma: its antagonizing role in serum deprivation-induced apoptosis and selective inhibition of procaspase activation.,12119049
2835,Low natural killer activity and central nervous system disease as a high-risk prognostic indicator in young patients with hemophagocytic lymphohistiocytosis.,12115393
2836,Successful treatment of Griscelli syndrome with unrelated donor allogeneic hematopoietic stem cell transplantation.,12098069
2837,Effect of maternal undernutrition on fetal testicular steroidogenesis during the CNS androgen-responsive period in male sheep fetuses.,12090916
2838,Transformation of Ba/F3 cells and Rat-1 cells by ETV6/ARG.,12080468
2839,Distinct patterns of downstream target activation are specified by the helix-loop-helix domain of proneural basic helix-loop-helix transcription factors.,12074558
2840,Misexpression of dHAND induces ectopic digits in the developing limb bud in the absence of direct DNA binding.,12070084
2841,Overexpression of dystrobrevin delays locomotion defects and muscle degeneration in a dystrophin-deficient Caenorhabditis elegans.,12062255
2842,Functional consequences of perforin gene mutations in 22 patients with familial haemophagocytic lymphohistiocytosis.,12060139
2843,The clinical therapeutic window for luteinizing hormone in controlled ovarian stimulation.,1205772412798917
2844,Gene abnormalities in patients with hemophagocytic lymphohistiocytosis.,12040827
2845,Down-regulation of Id-1 expression is associated with TGF beta 1-induced growth arrest in prostate epithelial cells.,12020803
2846,Characterization of a dominant negative C. elegans Twist mutant protein with implications for human Saethre-Chotzen syndrome.,12015302
2847,Differential pulse adsorptive stripping voltammetry of osmium-modified peptides.,12009445
2848,The SAM domain of polyhomeotic forms a helical polymer.,11992127
2849,Reactive hemophagocytic syndrome associated with thrombotic thrombocytopenic purpura during therapeutic plasma exchange.,11982958
2850,Elimination of luteinizing hormone cross-reactive epitopes from human chorionic gonadotropin.,11972973
2851,Hes6 regulates myogenic differentiation.,11959828
2852,Intracellular calcium mobilization in response to the activation of human wild-type and chimeric gonadotropin receptors.,11956155
2853,The MyoD-inducible p204 protein overcomes the inhibition of myoblast differentiation by Id proteins.,11940648
2854,Risk of etoposide-related acute myeloid leukemia in the treatment of Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.,11939264
2855,Molecular characterization of breast cancer cell lines by expression profiling.,11935298
2856,Visceral leishmaniasis and haemophagocytic syndrome in an Omani child.,24019726
2857,Quantitative analysis of cell-free Epstein-Barr virus genome copy number in patients with EBV-associated hemophagocytic lymphohistiocytosis.,11908724
2858,Expression of the helix-loop-helix gene id3 in the zebrafish embryo.,11900982
2859,The ISOBM TD-7 Workshop on hCG and related molecules. Towards user-oriented standardization of pregnancy and tumor diagnosis: assignment of epitopes to the three-dimensional structure of diagnostically and commercially relevant monoclonal antibodies directed against human chorionic gonadotropin and derivatives.,11893904
2860,Hypothalamic bHLH transcription factors are novel candidates in the regulation of energy balance.,11886445
2861,Stenting of the arterial duct and banding of the pulmonary arteries: basis for combined Norwood stage I and II repair in hypoplastic left heart.,11877362
2862,Requirement for ERK1/2 activation in the regulation of progesterone production in human granulosa-lutein cells is stimulus specific.,11861509
2863,Pneumocystis carinii pneumonitis in haemophagocytic lymphohistiocytosis.,11853350
2864,"cDNA array analysis of pineal gene expression reveals circadian rhythmicity of the dominant negative helix-loop-helix protein-encoding gene, Id-1.",11849369
2865,Perforin defects of primary haemophagocytic lymphohistiocytosis in Japan.,11841437
2866,Id proteins in cell cycle control and cellular senescence.,11840324
2867,The regulation and function of the Id proteins in lymphocyte development.,11840323
2868,"Emc, a negative HLH regulator with multiple functions in Drosophila development.",11840322
2869,The basic helix-loop-helix domain of the E47 transcription factor requires other protein regions for full DNA binding activity.,11820794
2870,Blocking HES1 expression initiates GABAergic differentiation and induces the expression of p21(CIP1/WAF1) in human neural stem cells.,11809764
2871,"Dermo-1, a multifunctional basic helix-loop-helix protein, represses MyoD transactivation via the HLH domain, MEF2 interaction, and chromatin deacetylation.",11809751
2872,Crosstalk between Myc and activating transcription factor 2 (ATF2): Myc prolongs the half-life and induces phosphorylation of ATF2.,11781825
2873,Expression of ID genes in differentiated elements of human male germ cell tumors.,11763316
2874,Assessment of gene regulation by bone morphogenetic protein 2 in human marrow stromal cells using gene array technology.,11760832
2875,Hemophagocytic lymphohistiocytosis (HLH) presenting on the 3rd day of life.,11758143
2876,Modulation of basic helix-loop-helix transcription complex formation by Id proteins during neuronal differentiation.,11756408
2877,Perforin expression in cytotoxic lymphocytes from patients with hemophagocytic lymphohistiocytosis and their family members.,11756153
2878,Fate alteration of neuroepithelial cells from neurogenesis to astrocytogenesis by bone morphogenetic proteins.,11755226
2879,Expression of Id helix-loop-helix proteins in colorectal adenocarcinoma correlates with p53 expression and mitotic index.,11751402
2880,Upregulation of the HLH Id gene family in neural progenitors and glial cells of the rat spinal cord following contusion injury.,11746449
2881,Asn(78) and His(81) form a destabilizing locus within the Max HLH-LZ homodimer.,11741584
2882,Effect of maternal undernutrition during pregnancy on early ovarian development and subsequent follicular development in sheep fetuses.,11732987
2883,Fusion of ETV6 to fibroblast growth factor receptor 3 in peripheral T-cell lymphoma with a t(4;12)(p16;p13) chromosomal translocation.,11731410
2884,Early patterning of the prospective midbrain-hindbrain boundary by the HES-related gene XHR1 in Xenopus embryos.,11731236
2885,Prominent dyserythropoiesis in four cases of haemophagocytic lymphohistiocytosis.,11729218
2886,TGF-beta inhibits muscle differentiation through functional repression of myogenic transcription factors by Smad3.,11711431
2887,Contribution of the helix-loop-helix factor Id2 to regulation of vascular smooth muscle cell proliferation.,11706002
2888,Interleukin-18 in hemophagocytic lymphohistiocytosis.,11699209
2889,Development of a fluorescence based high throughput assay for antagonists of the human chorionic gonadotropin receptor extracellular domain: analysis of peptide inhibitors.,11689111
2890,"Linkage of M-CSF signaling to Mitf, TFE3, and the osteoclast defect in Mitf(mi/mi) mice.",11684011
2891,The role of infections in primary hemophagocytic lymphohistiocytosis: a case series and review of the literature.,11595993
2892,Recent developments in the management of haemophagocytic lymphohistiocytosis.,11585022
2893,Metabolism of gonadotropins: comparisons of the primary structures of the human pituitary and urinary LH beta cores and the chimpanzee CG beta core demonstrate universality of core production.,11572797
2894,"In vivo function of a differentiation inhibitor, Id2.",11569914
2895,A helix-loop-helix peptide at the upper lip of the active site cleft of lysozyme confers potent antimicrobial activity with membrane permeabilization action.,11560930
2896,Liver failure with marked hyperferritinemia: 'ironing out' the diagnosis.,11544539
2897,Differential cellular targets of Epstein-Barr virus (EBV) infection between acute EBV-associated hemophagocytic lymphohistiocytosis and chronic active EBV infection.,11535525
2898,Oligoclonal expansion of alphabeta T lymphocytes in Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis with abnormal karyotypes.,11520570
2899,Acute encephalopathy as a primary manifestation of haemophagocytic lymphohistiocytosis.,11508922
2900,Cross-regulatory interaction between Stra13 and USF results in functional antagonism.,11498797
2901,Successful umbilical cord blood transplantation from an unrelated donor for a patient with Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.,11477448
2902,Bilateral subdural effusions related to disease activity in familial hemophagocytic lymphohistiocytosis in an 8-month-old infant.,11464995
2903,Invertebrate myogenesis: looking back to the future of muscle development.,11448630
2904,Id1 regulation of cellular senescence through transcriptional repression of p16/Ink4a.,11427735
2905,Measurement of serum and peritoneal fluid LH concentrations as a diagnostic tool for human endometriosis.,11427164
2906,Familial hemophagocytic lymphohistiocytosis: how late can the onset be?,11410413
2907,"High-level bacterial expression of a natively folded, soluble extracellular domain fusion protein of the human luteinizing hormone/chorionic gonadotropin receptor in the cytoplasm of Escherichia coli.",11394638
2908,Oligomerization mediated by a helix-loop-helix-like domain of baculovirus IE1 is required for early promoter transactivation.,11390606
2909,CD14(dim)/CD16(bright) monocytes in hemophagocytic lymphohistiocytosis.,11385615
2910,Requirement for etoposide in the treatment of Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.,1135295811786591
2911,Specific Pax-6/microphthalmia transcription factor interactions involve their DNA-binding domains and inhibit transcriptional properties of both proteins.,11350962
2912,DNA binding properties of basic helix-loop-helix fusion proteins of Tal and E47.,11350595
2913,Bone marrow transplantation in hemophagocytic lymphohistiocytosis.,11342360
2914,Xebf3 is a regulator of neuronal differentiation during primary neurogenesis in Xenopus.,11336510
2915,[Neurological form of onset in haemophagocytic lymphohistiocytosis].,11333388
2916,BMP2-mediated alteration in the developmental pathway of fetal mouse brain cells from neurogenesis to astrocytogenesis.,11331769
2917,ID gene expression varies with lineage during differentiation of pluripotential male germ cell tumor cell lines.,11320653
2918,Identification of new translocations involving ETV6 in hematologic malignancies by fluorescence in situ hybridization and spectral karyotyping.,11319801
2919,"Identification of a transcription factor, an 80-kDa protein that interacts with the HLH recognition motif of the rat p53 promoter.",11310562
2920,High-grade prostate cancer is associated with low serum testosterone levels.,11304729
2921,Notch pathway: making sense of suppressor of hairless.,1130126611301248
2922,A leucine zipper protein of mitochondrial origin.,11295448
2923,Roles of Sox factors in neural determination: conserved signaling in evolution?,11291862
2924,Dimerization of sterol regulatory element-binding protein 2 via the helix-loop-helix-leucine zipper domain is a prerequisite for its nuclear localization mediated by importin beta.,11283257
2925,"Regulation of the helix-loop-helix proteins, E2A and Id3, by the Ras-ERK MAPK cascade.",11175815
2926,Proneural enhancement by Notch overcomes Suppressor-of-Hairless repressor function in the developing Drosophila eye.,11267869
2927,"Molecular, genetic and physiological characterisation of dystrobrevin-like (dyb-1) mutants of Caenorhabditis elegans.",11243807
2928,Bone marrow changes mimicking myelodysplasia in patients with hemophagocytic lymphohistiocytosis.,11185994
2929,"Drosophila melanogaster casein kinase II interacts with and phosphorylates the basic helix-loop-helix proteins m5, m7, and m8 derived from the Enhancer of split complex.",11208814
2930,Aryl hydrocarbon receptor (AhR)/AhR nuclear translocator (ARNT) activity is unaltered by phosphorylation of a periodicity/ARNT/single-minded (PAS)-region serine residue.,11179451
2931,Congenital alveolar capillary dysplasia with misalignment of pulmonary veins associated with hypoplastic left heart syndrome.,11178633
2932,Analysis of sequence signature defining functional specificity and structural stability in helix-loop-helix proteins.,11170202
2933,Bifunctional hCG analogs adopt different conformations in LH and FSH receptor complexes.,11162891
2934,"Hemophagocytic lymphohistiocytosis due to germline mutations in SH2D1A, the X-linked lymphoproliferative disease gene.",11159547
2935,Modulation of WHSC2 expression in human endothelial cells.,11150502
2936,Id helix-loop-helix proteins antagonize pax transcription factor activity by inhibiting DNA binding.,11134340
2937,Development-related increase in cortisol biosynthesis by human granulosa cells.,11134135
2938,SAGE analysis of neuroblastoma reveals a high expression of the human homologue of the Drosophila Delta gene.,11107116
2939,Interactions between chip and the achaete/scute-daughterless heterodimers are required for pannier-driven proneural patterning.,11090617
2940,The basic helix-loop-helix transcription factors LIN-32 and HLH-2 function together in multiple steps of a C. elegans neuronal sublineage.,11076762
2941,Hemophagocytic syndromes and infection.,11076718
2942,Overlapping roles of two Hox genes and the exd ortholog ceh-20 in diversification of the C. elegans postembryonic mesoderm.,11060243
2943,"ID helix-loop-helix proteins in cell growth, differentiation and tumorigenesis.",11058077
2944,Neural hyperplasia induced by RNA interference with m4/malpha gene activity.,11044604
2945,Epstein-Barr virus (EBV)-induced B-cell proliferative disorder after chemotherapy in a patient with hemophagocytic lymphohistiocytosis with associated EBV-induced T-cell proliferation.,11042520
2946,Outcome of clonal hemophagocytic lymphohistiocytosis: analysis of 32 cases.,11042518
2947,Regulation of Id gene expression during embryonic stem cell-derived hematopoietic differentiation.,11027551
2948,Evidence that helix-loop-helix proteins collaborate with retinoblastoma tumor suppressor protein to regulate cortical neurogenesis.,11027225
2949,Regulation of Drosophila wing vein patterning: net encodes a bHLH protein repressing rhomboid and is repressed by rhomboid-dependent Egfr signalling.,11023875
2950,Growth state-dependent binding of USF-1 to a proximal promoter E box element in the rat plasminogen activator inhibitor type 1 gene.,11010817
2951,Genetic suppression of phenotypes arising from mutations in dystrophin-related genes in Caenorhabditis elegans.,10996789
2952,Neuron-specific enolase in hemophagocytic lymphohistiocytosis: a potential indicator for macrophage activation?,10979210
2953,Advances in the management of hemophagocytic lymphohistiocytosis.,10979202
2954,Treatment strategies for Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis (EBV-HLH).,10975382
2955,Helix-loop-helix transcription factors in electrically active and inactive skeletal muscles.,10951440
2956,Haematological associations of Epstein-Barr virus infection.,10942621
2957,Human homologue of maid: A dominant inhibitory helix-loop-helix protein associated with liver-specific gene expression.,10915743
2958,Effects of time intervals and tone durations on auditory stream segregation.,10909253
2959,Endocrine patterns in patients with benign and malignant prostatic diseases.,10906738
2960,Two different activities of Suppressor of Hairless during wing development in Drosophila.,10903180
2961,The enhancer of split complex of Drosophila includes four Notch-regulated members of the bearded gene family.,10903170
2962,A cysteine residue in the helix-loop-helix domain of Id2 is critical for homodimerization and function.,10891368
2963,Fatal Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis with clonal karyotype abnormality.,10846833
2964,Su(H)-independent activity of hairless during mechano-sensory organ formation in Drosophila.,10842054
2965,Negative regulation of selected bHLH proteins by eHAND.,10837146
2966,The basic helix-loop-helix transcription factors myogenin and Id2 mediate specific induction of caveolin-3 gene expression during embryonic development.,10835421
2967,Molecular analysis of latent membrane protein 1 in patients with Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis in Japan.,10830744
2968,"The steroid receptor coactivator, GRIP-1, is necessary for MEF-2C-dependent gene expression and skeletal muscle differentiation.",10817756
2969,Relationships between extramacrochaetae and Notch signalling in Drosophila wing development.,10804180
2970,Secretion of inhibin B by human prepubertal testicular cells in culture.,10802526
2971,Hemophagocytic lymphohistiocytosis.,10798121
2972,Haemophagocytic lymphohistiocytosis in X-linked severe combined immunodeficiency.,10792291
2973,The Id4 HLH protein and the timing of oligodendrocyte differentiation.,10790366
2974,Spatially restricted factors cooperate with notch in the regulation of Enhancer of split genes.,10790334
2975,Rapid identification of key amino-acid-DNA contacts through combinatorial peptide synthesis.,10780928
2976,Caenorhabditis elegans twist plays an essential role in non-striated muscle development.,10769229
2977,"[Familial hemophagocytic lymphohistiocytosis: diagnosis, treatment and pathophysiological mechanisms].",10765622
2978,Splenectomy in haemophagocytic lymphohistiocytosis: report of histopathological changes with CD19+ B-cell depletion and therapeutic results.,10759706
2979,Integration of FGF and TWIST in calvarial bone and suture development.,10751173
2980,Functional isoforms of IkappaB kinase alpha (IKKalpha) lacking leucine zipper and helix-loop-helix domains reveal that IKKalpha and IKKbeta have different activation requirements.,10733566
2981,SURVEY AND SUMMARY: Saccharomyces cerevisiae basic helix-loop-helix proteins regulate diverse biological processes.,10710415
2982,"gridlock, an HLH gene required for assembly of the aorta in zebrafish.",10710309
2983,The molecular basis of lung morphogenesis.,10704888
2984,The ETV6-NTRK3 gene fusion encodes a chimeric protein tyrosine kinase that transforms NIH3T3 cells.,10702799
2985,"Identification and chromosomal localization of murine ORC3, a new member of the mouse origin recognition complex.",10702681
2986,Combined immunoprecipitation and agglutination for the detection of the heterodimeric molecule: human chorionic gonadotropin as a study model.,10698471
2987,mSin3A regulates murine erythroleukemia cell differentiation through association with the TAL1 (or SCL) transcription factor.,10688671
2988,Management of severe neutropenia with cyclosporin during initial treatment of Epstein-Barr virus-related hemophagocytic lymphohistiocytosis.,10674906
2989,"Thymocyte selection is regulated by the helix-loop-helix inhibitor protein, Id3.",10661402
2990,Reciprocal Id expression and myelin gene regulation in Schwann cells.,10656257
2991,Expression of helix-loop-helix type negative regulators of differentiation during limb regeneration in urodeles and anurans.,10646803
2992,"Id-2 regulates critical aspects of human cytotrophoblast differentiation, invasion and migration.",10631176
2993,Control of endodermal endocrine development by Hes-1.,10615124
2994,"Differences in urinary excretion patterns of the hLH beta core fragment in premenopausal, perimenopausal, and postmenopausal women.",10614675
2995,Antagonism of notch signaling activity by members of a novel protein family encoded by the bearded and enhancer of split gene complexes.,10603347
2996,Regulation of gene expression by glucose.,10604195
2997,Recurrent viral associated hemophagocytic syndrome in a child with Langerhans cell histiocytosis.,10598673
2998,"Establishment of distinct MyoD, E2A, and twist DNA binding specificities by different basic region-DNA conformations.",10594029
2999,Functional antagonism between inhibitor of DNA binding (Id) and adipocyte determination and differentiation factor 1/sterol regulatory element-binding protein-1c (ADD1/SREBP-1c) trans-factors for the regulation of fatty acid synthase promoter in adipocytes.,10585876
3000,The tyrosine kinase abl-related gene ARG is fused to ETV6 in an AML-M4Eo patient with a t(1;12)(q25;p13): molecular cloning of both reciprocal transcripts.,10590083
3001,"Identification of GTF2IRD1, a putative transcription factor within the Williams-Beuren syndrome deletion at 7q11.23.",10575229
3002,Bone marrow transplantation in a child with hemophagocytic lymphohistiocytosis using a less toxic conditioning regimen.,10573638
3003,A transcription factor involved in skeletal muscle gene expression is deleted in patients with Williams syndrome.,10573005
3004,Mutations in NEUROD1 are associated with the development of type 2 diabetes mellitus.,10545951
3005,[Luliberin and lutropin--their significance].,10544663
3006,The leukemia-associated gene TEL encodes a transcription repressor which associates with SMRT and mSin3A.,10544023
3007,Improved outcome in haemophagocytic lymphohistiocytosis after bone marrow transplantation from related and unrelated donors: a single-centre experience of 12 patients.,10520013
3008,Epitope analysis and molecular modeling reveal the topography of the C-terminal peptide of the beta-subunit of human chorionic gonadotropin.,10518802
3009,Genetic modification of human B-cell development: B-cell development is inhibited by the dominant negative helix loop helix factor Id3.,10515867
3010,Dimerization of the docking/adaptor protein HEF1 via a carboxy-terminal helix-loop-helix domain.,10502414
3011,Expression and characterization of recombinant beta-subunit hCG homodimer.,10484290
3012,"Fusion of a novel gene, BTL, to ETV6 in acute myeloid leukemias with a t(4;12)(q11-q12;p13).",10477709
3013,Head versus trunk patterning in the Drosophila embryo; collier requirement for formation of the intercalary segment.,10477305
3014,Luteinizing hormone measurement in polycystic ovary syndrome: a practical approach.,10474119
3015,Isolation of human lutropin from woman urine and comparison of its properties with pituitary hormone.,10470445
3016,Mxi1 mutations in human neurofibrosarcomas.,10470286
3017,A case of hemophagocytic lymphohistiocytosis with prolonged remission after syngeneic bone marrow transplantation.,10467334
3018,Discrete enhancer elements mediate selective responsiveness of enhancer of split complex genes to common transcriptional activators.,10452845
3019,The notch signaling pathway is required to specify muscle progenitor cells in Drosophila.,10446272
3020,Overexpression of the m4 and malpha genes of the E(spl)-complex antagonizes notch mediated lateral inhibition.,10446264
3021,A conserved motif present in a class of helix-loop-helix proteins activates transcription by direct recruitment of the SAGA complex.,10445028
3022,Oversecretion of IL-18 in haemophagocytic lymphohistiocytosis: a novel marker of disease activity.,10444185
3023,"Enhancer of split [E(spl)(D)] is a gro-independent, hypermorphic mutation in Drosophila.",10440851
3024,The helix-loop-helix proteins dAP-4 and daughterless bind both in vitro and in vivo to SEBP3 sites required for transcriptional activation of the Drosophila gene Sgs-4.,10438607
3025,Characterization of an oxygen/redox-dependent degradation domain of hypoxia-inducible factor alpha (HIF-alpha) proteins.,10403805
3026,Identification and expression of a novel family of bHLH cDNAs related to Drosophila hairy and enhancer of split.,10403790
3027,Genetic basis of hemophagocytic lymphohistiocytosis syndrome (Review).,10402477
3028,Heterotrimetric Gi/o proteins control cyclic AMP oscillations and cytoskeletal structure assembly in primary human granulosa-lutein cells.,10400315
3029,"Nuclear import of sterol regulatory element-binding protein-2, a basic helix-loop-helix-leucine zipper (bHLH-Zip)-containing transcription factor, occurs through the direct interaction of importin beta with HLH-Zip.",10397761
3030,MesP1 is expressed in the heart precursor cells and required for the formation of a single heart tube.,10393122
3031,Modulation of TEL transcription activity by interaction with the ubiquitin-conjugating enzyme UBC9.,10377438
3032,Spectrum of congenital heart defects and extracardiac malformations associated with chromosomal abnormalities: results of a seven year necropsy study.,10377306
3033,The COE transcription factor Collier is a mediator of short-range Hedgehog-induced patterning of the Drosophila wing.,10375526
3034,Target specificities of Drosophila enhancer of split basic helix-loop-helix proteins.,10373509
3035,Evidence for a novel Notch pathway required for muscle precursor selection in Drosophila.,10349619
3036,Fate of the stented arterial duct.,103384531033844811094052
3037,Identification of Id2 as a globin regulatory protein by representational difference analysis of K562 cells induced to express gamma-globin with a fungal compound.,10330158
3038,Genetic evidence that Notch affects independently the development of machrochaeta and wing venation in Drosophila melanogaster.,10319720
3039,Basic helix-loop-helix proteins can act at the E-box within the serum response element of the c-fos promoter to influence hormone-induced promoter activation in Sertoli cells.,10319327
3040,Haemophagocytic lymphohistiocytosis in children.,10234636
3041,"The Caenorhabditis elegans genes egl-27 and egr-1 are similar to MTA1, a member of a chromatin regulatory complex, and are redundantly required for embryonic patterning.",10226007
3042,Allogeneic hematopoietic stem cell transplantation for patients with hemophagocytic syndrome (HPS) in Japan.,10217187
3043,Development of acute lymphoblastic leukemia with translocation (4;11) in a young girl with familial pericentric inversion 12.,10214360
3044,Expression of the basic helix-loop-helix protein REBalpha in rat testicular Sertoli cells.,10208991
3045,Ectopic expression of individual E(spl) genes has differential effects on different cell fate decisions and underscores the biphasic requirement for notch activity in wing margin establishment in Drosophila.,10207145
3046,Id gene expression as a key mediator of tumor cell biology.,10197587
3047,Evolutionary conservation of MyoD function and differential utilization of E proteins.,10191059
3048,"Notchspl is deficient for inductive processes in the eye, and E(spl)D enhances split by interfering with proneural activity.",10191054
3049,"her4, a zebrafish homologue of the Drosophila neurogenic gene E(spl), is a target of NOTCH signalling.",10101116
3050,Inhibitory effect of plasma obtained from hypophysectomized and control women on the assay of bioactive luteinizing hormone.,10099970
3051,Mutations within or upstream of the basic helix-loop-helix domain of the TWIST gene are specific to Saethre-Chotzen syndrome.,10094188
3052,Myogenic basic helix-loop-helix proteins and Sp1 interact as components of a multiprotein transcriptional complex required for activity of the human cardiac alpha-actin promoter.,10082523
3053,Expression of the dominant-negative regulator Id4 is induced during adipocyte differentiation.,10080947
3054,Identification of a novel transcriptional activity of mammalian Id proteins.,10076006
3055,The Enhancer of split complex of Drosophila melanogaster harbors three classes of Notch responsive genes.,10072784
3056,Dual role of extramacrochaetae in cell proliferation and cell differentiation during wing morphogenesis in Drosophila.,10072780
3057,Effective control of Epstein-Barr virus-related hemophagocytic lymphohistiocytosis with immunochemotherapy. Histiocyte Society.,10068659
3058,Development of peripheral lymphoid organs and natural killer cells depends on the helix-loop-helix inhibitor Id2.,10067894
3059,Encephalopathy associated with haemophagocytic lymphohistiocytosis following rotavirus infection.,10048610
3060,Differential biological activities of mammalian Id proteins in muscle cells.,10047451
3061,Frizzled regulation of Notch signalling polarizes cell fate in the Drosophila eye.,10028969
3062,The breakpoints of a constitutional inversion of chromosome 9 associated with haemophagocytic lymphohistiocytosis are not linked to the disease gene.,10027721
3063,Three distinct domains in TEL-AML1 are required for transcriptional repression of the IL-3 promoter.,10023677
3064,Identification of DERMO-1 as a member of helix-loop-helix type transcription factors expressed in osteoblastic cells.,10022499
3065,Id helix-loop-helix proteins inhibit nucleoprotein complex formation by the TCF ETS-domain transcription factors.,10022839
3066,Injury selectively down-regulates the gene encoding for the Id4 transcription factor in primary cultures of forebrain astrocytes.,9926850
3067,Ovarian responses in women to recombinant follicle-stimulating hormone and luteinizing hormone (LH): a role for LH in the final stages of follicular maturation.,9920089
3068,Characterization of monoclonal antibodies recognizing alpha and beta subunits of human chorionic gonadotropin hormone.,9876951
3069,Mxi1 is a repressor of the c-Myc promoter and reverses activation by USF.,9872993
3070,Time-course effects of human recombinant luteinizing hormone on porcine Leydig cell specific differentiated functions.,9863627
3071,Point mutation in the MITF gene causing Waardenburg syndrome type II in a three-generation Indian family.,9856573
3072,Gonadotrophin secretion patterns in testicular cancer patients with greatly increased human chorionic gonadotrophin serum concentrations.,9834462
3073,The mouse Id2 and Id4 genes: structural organization and chromosomal localization.,9831657
3074,Cumulation of the tendency to segregate auditory streams: resetting by changes in location and loudness.,9821783
3075,Overexpression of Mos(rat) proto-oncogene product enhances the positive autoregulatory loop of MyoD.,9804168
3076,"Helix-loop-helix (E2-5, HEB, TAL1 and Id1) protein interaction with the TCRalphadelta enhancers.",9796921
3077,"Molecular cloning of Zcoe2, the zebrafish homolog of Xenopus Xcoe2 and mouse EBF-2, and its expression during primary neurogenesis.",9784615
3078,"Polymerase chain reaction amplification of archival material for Epstein-Barr virus, cytomegalovirus, human herpesvirus 6, and parvovirus B19 in children with bone marrow hemophagocytosis.",9781644
3079,A novel E2F binding protein with Myc-type HLH motif stimulates E2F-dependent transcription by forming a heterodimer.,9780002
3080,Eve and ftz regulate a wide array of genes in blastoderm embryos: the selector homeoproteins directly or indirectly regulate most genes in Drosophila.,9778506
